gene_name,GG7_with_T_fpkm,GG7_with_T_1_fpkm,MN7_with_T_fpkm,RN4_with_T_fpkm,RN4_with_T_1_fpkm
EEF1AKMT4,1.357195103,0.83493508,1.344833729,0.954662841,0.730379233
AC007238.1,0.10526801,0.158956363,0.185985318,0.097185945,0.182090389
PDE4A,3.970976705,4.07383281,4.336178001,3.771573802,3.558477998
AC002558.2,0.068080091,0.137069355,0.137465692,0,0.094210807
LRRC45,4.294634126,3.479113675,4.20753283,3.539259375,3.463827803
AC009996.1,0.982313352,0.847604985,0.283351948,1.221532284,0.873866555
NGF-AS1,0.035109503,0,0.053169202,0,0.024292672
EGFR-AS1,0.032657093,0,0.049455316,0,0.022595821
SLC6A16,1.336726769,1.486625507,1.002517929,1.618599444,1.761708068
BDH2,7.096831306,6.271642164,6.740999789,6.251874425,6.428474304
MTND1P23,0.123166401,0.123988812,0.124347326,0.194931716,0.17044052
ZNF420,3.895034119,3.852251936,3.886387134,3.953484605,3.908565896
CDK13,3.314051367,3.042081527,3.043504013,3.079599501,3.163497767
TUBB3,1.375571305,1.707519056,2.067477806,1.440470576,1.245177649
AC109587.1,0.574864219,0.529451423,0.592724469,0.509757365,0.440069596
FGF18,1.407297071,1.18444901,0.512416173,1.679592912,1.372792828
AC022417.1,0.210980359,0.920352867,0.284004331,1.18724336,0.389279345
RPL7P49,0,0.130293327,0.130670072,0.136562332,0
AL513220.1,0,0.069568383,0.069769541,0.072915634,0
MTCO2P19,0,0.154260327,0.154706373,0.161682493,0
TRMT61B,7.264900701,7.358277644,7.357055536,8.182581134,6.599430401
AL109840.2,0,0.071881306,0.024029717,0.025113281,0.098811231
AC129492.4,0,0.297573148,0.099477861,0.103963582,0.409057248
AC244093.1,0,0.169989575,0.056827034,0.059389515,0.233675209
AC107081.2,0.971202398,0.690132238,1.211223584,0.391807888,0.63245759
MIR6822,3.004452548,0,0,1.188763907,2.078815521
MGAT4EP,0.081526515,0,0.032923278,0,0.135381936
BANF1,49.04882935,51.73159936,47.35388083,52.42798112,52.07211729
AL031985.3,3.330170045,4.068088603,3.55098188,3.750584914,3.3138815
ZNF182,2.835677195,3.999028043,4.152444983,3.113255685,3.217035115
AC116667.1,0.663386603,0.48973187,0.51347284,0.746611051,0.275402925
CTSC,2.170342757,1.776944986,2.053445684,1.864558303,1.798691443
AL359764.1,1.646152144,0.690476615,1.038709703,0.904623233,1.233907716
AC105233.6,0.420347719,0,0,0.332635772,0
SLC6A1-AS1,0.156910621,0,0,0.124168833,0
AFP,0.028117767,0,0,0.022250567,0
AC074008.1,0.060847147,0,0,0.048150464,0
SRP14P2,0.26256677,0,0,0.207778219,0
AL133304.2,0.103426414,0,0,0.081844919,0
GJB5,0.067627899,0,0,0.053516309,0
RPL12P47,0.721541754,0,0,0.570981089,0
SNAP23P1,0.372503263,0,0,0.29477479,0
AC246680.1,0.185497576,0,0,0.146790685,0
MAGEB2,0.056916648,0,0,0.045040123,0
AC018659.2,0.512647847,0.193526593,0.388172353,0.169031698,0.354706984
AL355297.3,0.821845764,1.034166769,1.14087278,1.19231776,0.710805755
AC084125.4,0.948891448,0.272922118,0.136855637,1.072701159,0.187585424
PRR34-AS1,0.544952166,0.253195817,0.465534547,0.309607922,0.580090333
AL033384.2,0.502389269,0.101148767,0.40576496,0.053007747,0.278087164
MIR135B,0,1.902013935,1.907513627,0,0
GRK5-IT1,0,0.461238379,0.462572054,0,0
Z84484.1,0,0.511067456,0.512545213,0,0
AC055813.1,0,0.086903133,0.087154414,0,0
SUSD5,0.667872763,0.386821324,0.692749682,0.49231157,0.265870875
AC002401.3,0.312394782,0.104826904,0.210260025,0.549353018,0
MUT,16.36440915,18.62669795,15.4972126,18.51710913,18.92476242
CLCNKB,0.265023587,0.047081155,0.236086452,0.115141701,0.043146562
AC233723.1,1.126092814,1.133611992,0.781611766,1.188155221,1.07134041
AL392024.1,0.063665449,0.085454077,0,0.111957076,0.058734482
SYP,24.98679031,29.99155021,27.41726214,25.07535807,27.6958818
GID8,20.52982988,20.92637129,20.46646152,20.7304102,21.18035061
IGF2BP2,22.21708585,21.56666888,23.35817914,20.60323258,19.87145683
AP001011.1,0.087355389,0.04396934,0.088192956,0,0.060442205
CU638689.5,0.088794382,0.044693641,0.089645747,0,0.061437862
LINC01497,0.061874276,0.031143712,0.093701294,0.081605445,0
NPIPB8,0.431135085,0.256462743,0.415483881,0.299817986,0.406782763
AC076966.1,0,0.394220837,0,0.068864766,0.361275632
PBRM1,12.1402726,12.7898813,12.9226935,12.26854264,12.3208687
PPWD1,10.08066614,10.2700947,9.895637278,9.983476603,9.786724433
AC078819.1,5.030985246,5.305748675,4.716420948,5.813806576,5.387257216
SLC25A26,3.023198277,3.169535529,2.720081825,3.317904414,3.370701645
AL133415.1,92.93376025,72.84430492,61.65443389,91.68748552,86.12509147
JPH2,0.077095577,0.038805181,0.070051295,0.061008412,0.064011987
SNRNP25,5.884455958,4.310920799,4.05128466,5.355653341,5.262935895
AC073863.1,0.401911415,0.242757042,0.162305984,0.424061979,0.556174328
AC013460.1,0.141456935,0.156641623,0.328470431,0.111939794,0.058725415
AC097467.3,0.178876358,0.120047171,0.197790616,0.143797927,0.14144757
AC002401.2,0.639319554,0,0.107574896,0.449702935,0.147450868
ZNF800,3.962501049,3.996921566,3.936613548,3.70104429,3.951113118
AC022440.1,0,0.033520231,0,0.026349781,0.046078396
RF00086,0,1.28121772,0,1.007147199,1.761218705
BANF1P2,2.60328985,0.698846029,1.92738356,1.373382544,0.960664748
NXNL2,0.018341834,0.738572264,0.425907016,0.377377814,0.482255242
RPS15A,28.32491611,32.6506222,25.10590953,32.00674291,31.63073905
AC132807.2,0.540624205,4.217814087,2.046779002,3.921635111,1.870320749
AL049569.1,1.296733057,0.362608789,1.018240371,1.406205523,0.299074874
NOL8,5.823923906,5.513562055,5.305568251,5.994876178,5.178717563
AL157938.3,0.029713295,0.014955849,0.014999094,0.047026328,0.020558973
SNORD46,8.370578132,5.765479739,11.11952054,7.4373947,4.267568401
CAVIN1,12.99849552,8.217465376,4.507298232,12.21205444,12.37269943
AP001793.1,1.174817983,0.53219813,0.652345205,1.14659835,0.975444206
VIM-AS1,44.87486222,35.24120548,26.03128881,44.72704308,44.56095519
EIF4EBP2P2,0.137591295,0.831060143,0.416731581,0.725871855,0.571206067
RAET1K,0,0.145961512,0.02439726,0.076492192,0.066881723
AC018445.3,0.047113523,0,0.023782625,0.012427523,0.065196785
AC106786.2,0.163343677,0,0.082454912,0.043086511,0.226038764
RNU6-1263P,0,1.305391639,0,0.912133312,1.794449247
AP000777.2,0.274358691,0.552381292,0.553978508,0.385972579,0.50621855
TSTD3,1.571715951,1.390427546,1.298279155,1.482453673,1.318167846
AL356417.3,0.003561438,0.007170437,0.010786756,0.0093943,0
BIRC6-AS1,0.26294348,0,0.132732297,0.138717548,0
GSEC,1.132217815,1.214111232,1.515814952,1.045290566,1.072910025
AC015726.1,0.393850155,0.264319988,0.463897476,0.55407525,0.090836495
SERINC2,16.03432896,13.07426907,12.17363479,16.13478759,15.8643673
EFNA3,8.904369514,9.181277322,8.287042568,9.699001627,9.432530142
AP005482.3,1.463627404,0.512487088,0.642461187,0.637859893,1.408974964
EGFL8,0.646799828,0.369553833,0.529460574,0.470335052,0.628958683
AC087564.1,0.056225183,0.056600611,0.028382136,0.038560551,0.085586281
AC007365.1,0.219224408,0.14712548,0.221326342,0.154204356,0.303367815
NANOS2,0.331813407,0.111343,0.2233299,0.131287746,0.22958554
SAMD14,9.044725395,9.683639289,9.935805104,8.564770593,8.802077063
FNBP1P1,4.756422056,4.302424199,3.874098952,4.254868608,4.960383274
ZNF619,1.563127339,1.195500451,1.475639695,1.429729564,1.320328777
METTL1,2.30750209,2.498887823,1.764868579,2.065785327,3.072221259
AC012313.6,2.6678778,1.226076704,3.161884929,1.285068831,0.802580676
AC008610.1,5.246324582,5.046628576,4.001895637,7.01158966,5.001323346
ZNF275,6.889275703,6.68051169,7.006430775,6.889198368,6.53728411
TJP1,7.870185452,7.087471232,6.500235794,8.374744112,7.733415182
RAET1G,0.092499128,0.155194609,0.155643356,0.146395555,0.128002436
ZNF835,2.203164275,2.111629781,2.410755596,1.739960609,2.062953554
TMEM88B,0.558754895,0.187495276,0.282056131,0.196516527,0.902087629
DCTN2,34.43133255,34.85811511,31.50360305,36.22577357,36.67110438
AC112503.2,0,0.752019096,0.16759857,0.831991164,0.344586268
GNAQ,24.12887217,25.34758508,23.24373983,24.81693349,26.44617739
LINC00266-1,0.03186224,0.160374958,0.193006421,0.033618265,0.132275118
AC004974.1,0.281454939,0.059649322,0.179465395,0.257892202,0.122994905
OST4,119.802023,111.5568208,99.33397108,125.8667854,124.6031615
INO80,5.363059169,5.024039374,5.111111238,5.117582859,4.899472394
AC137723.2,0.115120355,0.69533424,0.697344806,0.121464989,0.159306215
HIC2,5.185375454,5.820586832,6.042463601,5.494595551,5.094091503
AC008149.1,0.261816579,0.087854929,0.088108963,0.09208203,0.241538565
FABP5P3,0.251900496,0.169054995,0.197801123,0.19195475,0.154926997
CCT8,48.21782136,51.72882989,48.51399218,51.0705926,50.7079167
ZNF529-AS1,3.728223236,3.456818687,3.689680734,3.222008384,4.174880314
AC092119.2,1.536482272,1.763285554,2.140675504,1.28071837,1.786024602
AC018638.6,0.795575241,0.364039763,0.328583148,0.992043966,0.550467725
AC022868.1,0.234362667,0.23592756,0.118304873,0.370918662,0
PCBP2,20.13999096,20.4432302,19.6152495,19.89287261,19.9187036
ANKEF1,1.757075151,1.150121496,1.336407655,1.346788757,1.809981596
LIG4,9.451835132,8.905149468,9.342120817,8.319811829,9.119636222
NOXRED1,0.12870197,0.388684027,0.445494756,0.252190952,0.152657801
HMGB1P16,0,0.256243544,0.171322983,0.089524195,0
PABPC1L2B-AS1,0,0.118570277,0.079275416,0.041425078,0
CEACAMP10,0,0.070525746,0.047153115,0.024639687,0
VPS26B,17.83102963,18.07815396,18.06621073,17.10985098,17.35953652
AC105074.1,0.014803845,0.044708082,0.014945785,0.046859191,0
AC007688.1,0.060366141,0.18230766,0.060944935,0.19107931,0
TRPC7,0.014349484,0.043335895,0.014487067,0.045420982,0
AC010319.4,0.066306659,0.200248211,0.06694241,0.209883063,0
AC012467.2,3.760509131,4.089182688,4.208456554,3.425002321,4.418388389
SCNM1,8.714522738,8.82921859,8.288044467,9.024532451,9.204727713
CLCN3,25.48948618,26.90320621,24.25328549,26.37354364,26.03906458
SEC23IP,8.543899998,9.163792889,9.907638385,8.649150218,8.172305531
DBIL5P,0.941346498,0.706416643,0.552943808,0.641082864,1.136864371
MIR6865,1.40978158,1.419195013,2.134947944,2.97495788,0
USP44,0.484890527,0.471000944,0.91896045,0.453272338,0.153035714
AC126474.1,0.283482762,0.035671955,0.107325303,0.392577098,0.049036252
AC009948.4,0.610905351,0.888310952,0.548233546,0.895241955,1.033248307
TBPL2,0.076141091,0,0.076871135,0,0
LINC00856,0.097964296,0.07396382,0.089013224,0.129204259,0.054226105
TIMP4,2.221474005,1.229969011,0.813005429,2.256009726,1.690769957
AC006213.2,1.796780445,1.156776601,1.645263121,1.675363877,1.243213204
AL162385.2,0.160764566,0.485514083,0,0.763311561,0.444939462
UBE2B,15.70422143,16.46779385,15.30662313,15.7691525,15.91358232
CCDC14,10.58107535,9.355592441,11.00648555,8.85986236,9.14729785
SEMA6A-AS2,0.85552098,1.052618708,0.767754447,0.85252294,0.92080314
AL162171.2,0.455647638,0.407724534,0.817806947,0.347215388,0.280238114
MORF4,0.471863042,0.66501929,0.762219657,0.57254918,0.522380007
AP001372.2,4.374111722,5.605905691,4.11917353,5.613845759,4.577896995
AL109811.1,1.059175945,0.533124152,0.98309497,0.829150267,0.685575066
ADIRF-AS1,0.366670748,0.345046108,0.289711099,0.378468676,0.45225449
MARVELD3,0.15637509,0.121642142,0.143522201,0.149993998,0.078689263
AC009159.2,0.226821294,0.228335831,0.305328089,0.119661053,0.418507415
AC008079.1,0.006739248,0,0,0.001185111,0.006217285
ADORA3,0.051155082,0,0,0.008995732,0.047193058
ANKRD12,7.026757806,6.9268578,6.954437841,6.512424885,6.944825178
AP000346.2,0.20228654,0.15272794,0.204226073,0.26679396,0.1399644
KDELC1P1,0.151815445,0.061131661,0.061308423,0.11212772,0.084034292
MIR3181,4.39349739,0,0,5.628987085,2.605638632
MNAT1,3.734188597,3.305641165,3.542595812,3.689832946,2.887213898
CYP4F62P,0.176494227,0.071069088,0.035637292,0.093110681,0.19538944
CD19,0.016900738,0.051040765,0.034125567,0,0.046775266
CLASP1,14.39789824,14.9071977,15.53207468,13.52923469,13.73980065
AC016582.2,1.311825388,0.676397064,0.775260426,0.8439781,1.151187645
BX255923.1,0.874644226,0.677295711,1.426433648,0.31944757,0.279312218
LINC01270,0.106411848,0.076515989,0.061389788,0.072177769,0.105182272
AC009163.6,1.541000984,1.154448818,1.863313321,1.10601069,1.239809804
C8orf76,0.9843327,1.159172254,1.31252711,0.744643896,0.976630397
AC004865.2,1.645885777,1.209071479,2.020945869,1.548855498,0.923357379
MSRB3,0.600180477,0.604188019,0.587194775,0.698542608,0.556549868
MIR593,0,2.767430275,0.925144109,1.692007294,2.536154935
OS9,41.99752691,41.71579459,40.7088465,43.1524288,41.86446505
AC131025.1,0.155843202,0.470651407,0.314674867,0.328864392,0.107829717
PPP1R3D,2.070009868,2.515845704,2.217287534,2.050917933,2.357995291
AC021755.3,1.205734246,0.505743837,1.21729488,0.689100715,0.278087164
AL121832.1,0.099172947,0.133113529,0.133498428,0.174397783,0.091491881
AC133552.1,0.011434465,0.023021631,0.011544099,0.012064653,0.015823278
AC008440.2,0.866532413,0,0.328065287,0.400001724,0.299781907
C3orf86,0.456656824,0,0.345776453,0.200760239,0.263305122
DPY30,10.26521287,9.863276086,8.796452183,10.60201292,11.11011406
AC024060.1,5.008434561,4.668404647,5.431007927,5.088743742,4.492177264
AC092301.1,0.059971075,1.026315765,0.605460804,0.442933847,0.331957452
NFKBIE,6.923278391,5.647087478,5.484194059,6.078002624,6.657283877
COX7A2,53.63698129,60.11457543,54.00685173,59.24666541,58.05973837
YPEL5,23.17011673,23.2843812,22.47280779,23.77585729,23.63049943
ESCO1,5.89186326,7.58845291,7.11178291,6.504555813,5.92313038
A4GALT,0.349652314,0.433214797,0.230810828,0.496626737,0.52107674
FUT10,1.953349701,1.645516872,1.584263904,1.987705425,1.583400334
AL110505.1,0.263321272,0.176719685,0.265846008,0.138916855,0.121463359
AC010503.1,0.440556744,0.443498441,0.355824657,0.650772036,0.487722103
TOB2,17.02237912,15.35777297,14.61180509,17.09215943,17.15307418
AC073415.1,2.39570726,2.11024095,1.209338704,2.369758115,4.144044012
TMEM202-AS1,0.523536654,0.697042888,0.596757166,0.588028442,0.514148623
AC092567.1,1.642872957,1.286322173,1.474333241,1.637115766,1.768235513
ZNRF4,0,0.323449074,0.032438433,0.25425876,0.088925489
ARGLU1,55.75431369,54.27688121,65.93045065,48.70917483,51.70525854
PRELID1,36.62988487,38.12903934,35.00745308,37.66891668,40.03743258
SMCHD1,11.27116689,10.94583399,11.55035166,10.73577608,11.12053461
FAM13B,5.834917813,6.178751495,6.115082976,5.577772913,5.839340278
RNF5,52.19662446,58.18338127,48.45618975,59.27976077,52.90832558
AC079741.1,0.432244352,0.65269582,0.436388731,0,0.897224623
RFPL1,0.428777152,0.154157212,0.247364735,0.1938893,0.339058146
AC133065.2,0.27624919,0,0.199212771,0.02081958,0.109222865
AL391834.2,1.174817983,1.436090191,1.863843443,1.505187023,0.812870172
GDNF-AS1,0.199551277,0.116792864,0.131186241,0.193411434,0.173392543
TAF7L,0.135056452,0.118963473,0.119307457,0.142499825,0.163532466
NUDT22,3.484672422,4.090531178,2.995965201,4.072977977,3.850920555
TSPYL1,44.894931,38.31634521,39.77618989,40.56689596,41.23348711
AC104564.5,0,0.219219762,0.131912183,0.20679068,0.060269842
CCDC25,9.869269351,8.441236928,8.664713229,9.750736098,9.21977049
LINC01301,0.424239827,0.531236616,0.459647028,0.442162185,0.443884389
AC026704.1,0.178511304,0.299505441,0.240297171,0.125566404,0.247028078
ZNF547,1.746422249,1.1763647,1.296446341,1.436200938,1.439381655
CRYL1,6.459191085,6.214512943,5.302420592,6.396211007,7.590294988
PYY2,0.298071849,0.685856326,0.687839486,0.269570998,0.707106395
FMN2,6.793965973,5.55903856,5.021419888,6.607201561,7.131381899
BX842242.1,0.202252196,0.031323489,0.015707031,0.090284163,0.193763959
LINC01902,0.256574028,0.273941002,0.341454003,0.205086821,0.285118385
LINC00526,3.469942396,5.436463029,4.292668665,4.434670547,4.970863673
EIF1AD,10.20470842,12.50486979,11.33141642,11.77699268,11.20573416
MAGOH2P,0,0.452194489,0,0,0.497285281
NBN,7.219519869,6.915578687,6.920546819,6.655417163,7.075773394
TMEM245,10.17424085,9.536993479,9.901109981,9.978020964,9.753927801
BARX1-DT,0.107553759,0,0.081438742,0,0.037208846
FUZ,5.016671911,6.316620514,5.394060567,5.711036727,5.287238255
PRSS56,1.073557521,1.33160871,0.677406774,1.324883177,1.803959577
FOXD4L1,0.018393377,0.092580967,0,0.097035459,0.025453181
AC018754.1,0.281889597,0.196457426,0.197025485,0.205909886,0.240052526
HMGN2P7,0.503493421,0,0.338880626,0.177080826,0
AC024022.1,0.10366041,0,0.069769541,0.036457817,0
NLRP9P1,0.05177164,0,0.034845353,0.018208311,0
FBXL13,0.605724313,0.655789165,0.623070365,0.590873089,0.569353814
MT1L,0.557395394,0.2244469,0.22509589,0.294057576,0.462801995
LRRC69,0.029985538,0.105650152,0.06054608,0.174009725,0
RPL27,151.7011265,180.2608828,144.7535452,178.4947196,178.319482
ATP6V1A,40.96817027,47.48147915,41.04537996,46.33583885,45.9029212
AC243964.2,0.193869822,0,0.13048577,0.051138645,0.044713592
HAAO,0.033615482,0,0,0.070936266,0
CYB561D2,4.305037711,4.709672807,3.43713655,4.808814047,4.711217821
RNU6-703P,0.856409371,1.293191717,1.296930994,1.355413053,1.185119129
CEBPD,28.48367237,32.16809449,21.769346,32.73922024,38.07725729
FO393419.3,0.162474827,1.635597089,0.820163217,0.942861208,0.449672861
ZNF836,1.619388596,1.869297861,1.787507468,1.634597056,1.598542519
WAPL,9.780993606,8.876350102,9.433193252,9.417132858,9.228123243
OTUD1,8.357510134,6.195974135,6.655486089,7.895100034,7.544477262
ELP4,1.080595051,1.043892618,0.923246794,1.079070477,1.089006688
CDC14C,0.161796762,0.162877116,0.059399301,0.116395824,0.264606855
AC091185.1,1.56197391,1.572403565,1.839775217,1.144485453,1.320914029
HOXD1,0.09279575,0.093415368,0.04684274,0.036716252,0.160516135
ASAH2,0.518198168,0.686740035,0.536411402,0.688637798,0.472011656
C6orf47-AS1,0.476560638,0.411208065,0.137465692,0.28732877,0.753686459
DACT3,9.016580102,10.73727844,10.19021817,9.30610775,9.284096364
CEP164,3.999919129,3.847825213,3.855364852,3.675017505,3.942464448
SMG7,14.27918724,15.11766047,15.88440288,13.74089299,14.65981105
NUDT13,0.545234844,0.475692101,0.183487527,0.709517424,0.754508608
AIMP1,15.00646408,15.99366255,13.46851925,16.08046081,15.62234861
SLC43A2,15.64703363,12.1680651,13.93037094,13.91128004,14.12030444
AL049758.1,0.346230993,0,0.11651689,0.547969257,0
DUSP13,0.350796352,0.372757516,0.25578208,0.400973959,0.323626746
KCNH5,0.598756665,0.479208706,0.413010763,0.494417716,0.643302287
CEP170B,10.074974,10.14865388,10.53140155,9.985572785,9.908231359
AL645728.2,0.763631689,1.188038249,0.911126774,0.622600087,1.152797698
AL845472.1,0.308093477,0.295381607,0.25180035,0.325073448,0.243626795
BEND3,1.715072781,1.989549961,1.82620931,1.8696799,1.6502251
AC068338.3,2.740305105,1.434473428,2.766579273,1.272185936,1.668522984
AC024267.6,0.326235057,0.328413403,0.475746575,0.305968769,0.300967753
IPPK,4.266049274,4.062397648,4.718843839,3.701061252,3.645170421
MIR1301,2.793774473,0,2.256449046,2.06342353,0.773217968
SMIM2-AS1,0.015226953,0.091971761,0.030745899,0.112463097,0.04214282
AC001226.2,0.082017399,0.067553221,0.037638084,0.086537628,0.07222573
AC240274.1,5.078488623,6.520604519,7.859631368,4.641789922,4.09600244
AC091736.1,1.201781019,0,1.364966718,0.396254636,0.415763104
AL139022.2,0.517132069,1.457638219,0.835344568,1.364081985,0.286247735
NCOR1,12.15941189,11.77649017,12.30302329,11.21958318,11.50851921
GPS1,15.98974039,15.34713567,15.38399668,14.92705054,15.5651101
ZNF343,3.059131902,2.721932283,3.337532592,3.06113747,2.376108975
AC022140.1,0.079407108,0.039968664,0,0.167566952,0.054942698
ZNF185,4.446583527,5.166406616,3.431800155,5.088479365,5.362713314
ZNF775,4.937191047,4.834783849,4.965134002,4.662014707,5.26371779
EXTL2,8.492519572,7.184784847,6.81322513,8.265524137,7.699229143
TRPC5OS,0.18211819,0.030555706,0.214508406,0.01601294,0.1470113
PHYH,11.38332953,11.93681105,8.263635637,12.75421901,14.60858248
HNRNPA3P10,0.32209421,0.526897973,0.365830272,0.46728798,0.278575894
ATP11B,5.819411568,5.156079315,5.502977681,5.43307506,5.060726736
PNMA8C,6.57925681,7.143503921,7.327228313,5.96477307,6.690561492
C20orf197,0.069002863,0.069463611,0.139328932,0.014561164,0.019097552
HMGB3P4,0,0.448675466,0.269983689,0,0.246707679
CABP1,0.406714044,0.685007494,0.671195368,0.528159132,0.497879511
DHFR2,3.353488809,3.138282168,3.375713641,3.00911977,3.034785096
BRD9,6.519429758,7.199019415,7.123184374,6.532778447,7.027947102
GDAP1,21.95912251,23.56277011,23.08293914,22.40579396,22.98625123
AC100814.1,1.103159744,1.702806215,0.593993007,1.319152672,1.93366548
AL035563.1,2.738951868,2.847150489,3.155949689,2.324487882,2.513084
AL049840.3,3.449465568,3.095052953,1.514147478,3.56045491,4.047055748
FUOM,1.998288532,2.406773474,2.017448213,2.428448386,1.728298729
MOGAT3,0.131660636,0.075737008,0.113934004,0.109148958,0.130139313
MYOG,0,0.060371516,0,0.126552528,0
TUFMP1,0,0.068483798,0,0.14355773,0
LINC01447,0,0.033410966,0,0.070037038,0
AC005962.1,3.232551322,3.890814548,4.327744681,4.559967073,2.139394501
ZFP62,11.04782372,11.89087268,11.30805165,11.24779688,12.04023995
AC005911.1,1.205734246,0.809190139,0.81152992,0.79511621,1.112348656
MIR4442,6.838492739,6.884154913,6.904060514,6.493844626,4.731632342
RF00019,4.242398273,4.697798306,2.141537289,2.461915375,7.631947722
AC022150.1,0.143180942,0,0.216830651,0.07553604,0
DDHD1,2.486994868,2.094902357,2.53404107,2.11756852,1.999921552
AC004696.1,0.226447618,1.139798301,0.838268962,0.716783509,0.731181406
CHID1,12.60298557,10.21291531,10.2810968,11.66163354,12.55574699
SLC25A11,19.99919636,19.82167182,18.75245271,20.34067539,19.02828871
AC080038.3,0.89194685,0.448951291,0.545038794,0.916338845,0.64962985
LIFR-AS1,1.231277459,1.510922113,1.224935805,1.446119556,1.529752143
ZNF175,2.087700481,1.858423972,2.138989219,1.882477404,1.971726728
AL365181.1,0,0.100927435,0.025304817,0.052891757,0.034684832
DDIT4-AS1,5.301244785,6.262386494,7.208915135,4.822891428,4.416562609
AC233728.1,2.942434032,0,0.848756063,2.106693224,0.581686912
TNFAIP2,0.756191253,0.788755232,0.487498884,0.812286546,0.895143172
AP000763.4,0.304640302,0.184004673,0.184536724,0.032142996,0.421568307
AC007317.1,0,0.074785307,0.075001549,0.039191784,0.0257008
STX18-AS1,0.675226973,0.725051325,0.719573361,0.890550987,0.529490346
SATB2,0.581190755,0.357777534,0.477008963,0.381609342,0.486030787
AL049780.2,0.374533254,0,0,0.395174923,0.345525196
GPR87,0.080950356,0,0,0.085411777,0.074680652
UBXN8,3.275759189,3.111244273,3.048345525,3.260940387,3.409658096
TMEM139,0.089348482,0.215868196,0.126287222,0.188545497,0.074185499
TBC1D3I,0.020025307,0.02015902,0.04043462,0,0
SCARNA11,0.336896333,0.339145867,0.680253021,0,0
RPL32P1,0.111750979,0.112497166,0.225644905,0,0
AC090572.3,0.056987439,0.057367958,0.115067675,0,0
MIR1298,0.409088405,0.411819981,0.826021526,0,0
AC024145.1,0,0.178543889,0.17906015,0,0
BEAN1,0.620922908,0.531308609,0.476426022,0.56669944,0.747545329
PDCD6IP,16.07023095,14.5852986,15.53849034,14.84845651,14.44440975
TBCEL,3.322124186,2.99607836,3.103581733,3.047265884,3.043747198
MIR421,5.390341336,5.426333872,5.44202417,6.256161424,5.967423377
AC005899.6,1.851228337,0,1.245985332,0.406928161,0.640443165
THAP12P7,0.260101623,0.10070707,0.121197918,0.116107799,0.249185529
NXPH2,0.348425105,0.394595572,0.659560914,0.229767422,0.36161905
GNB1L,0.957271551,1.056069557,0.873776634,1.203734031,0.988984287
MOCS2,5.992158147,6.753573605,5.988037577,6.426973274,6.161041939
ANKRD18B,0.093873112,0.094499924,0.094773171,0.103173693,0.108253156
NDUFS3,12.29717516,11.18534489,11.67143658,11.82231644,11.88606673
RIOK2,5.412874569,5.717276892,4.724927201,5.781486211,5.68122675
AC011921.1,0.382879398,0.578153957,0.386550463,0.504976311,0.353224921
NUFIP1,4.946548915,4.728617976,4.384632017,4.83845974,4.829733769
U2AF2,37.89023531,37.67247126,38.26476971,37.30580915,37.88824414
AC009716.2,0,0.049002749,0,0.044940433,0.050521015
LINC01422,0.136475629,0.259508603,0.199021569,0.143997217,0.209842374
RPSAP52,0,0.090661106,0.045461627,0.035633709,0.093470084
PLA2G1B,0,0.289177667,0.145006914,0.113659245,0.298137336
AL589935.1,0.062047845,0.017846329,0.062642762,0.032733745,0
NKILA,1.111057654,1.526809107,1.264149956,1.404888933,1.04940976
SNORD9,1.321670231,0,0.889561643,1.626930091,0
AC114803.1,4.272408808,4.597552975,3.420950885,4.119264428,4.892903412
HOXB7,0.209898763,0,0.514641684,0,0
EEF2,578.1566072,632.8827385,542.899007,641.7190814,638.7463966
TICAM2,0.169486688,0.085309195,0.114074489,0.074511507,0.156359737
NDUFA5P11,1.602958648,1.479190137,1.348606573,1.33894788,1.478807542
AL357500.1,0.328443737,0.330636831,0.663185741,0.086636318,0
Z82188.2,0.509087793,0.732124411,0.293696543,0.882452784,0.402564275
AP001636.1,0.040835919,0,0.041227456,0,0.056509691
ZNF847P,0.042542155,0,0.042950051,0,0.05887082
AC244023.1,0.409088405,0,0.413010763,0,0.566106012
AC010326.1,0.076109471,0,0.076839212,0,0.105322049
FDX2,0.03341933,0,0.033739756,0,0.046246443
AC009509.1,0.0301632,0,0.030452406,0,0.041740535
AC136604.2,0.23305138,0.164225262,0.18822871,0.061473888,0.290251709
AC006116.5,0,0.247534014,0.330999681,0.043240667,0.113423745
AC016722.2,0.249688836,0.175949245,0.327707723,0.118552477,0.276420156
LCA5L,0.580469902,0.513276744,0.554357881,0.616599621,0.358213974
CSF3R,0.016307237,0.005472042,0.010975728,0.020073642,0.007522111
TCHP,2.671951835,3.163563436,3.545670486,2.763147385,2.549040193
FAM185A,2.887753401,2.197178061,2.525585787,2.542041007,2.718304575
BNIP1,5.032458017,5.141673735,4.265520994,5.210748459,5.24900919
SNORA2A,1.696959309,2.049948352,5.139689494,0.895241955,0.469658321
GLB1L2,1.453837254,1.526901777,1.563086887,1.367949382,1.384782399
RMND1,3.92835177,5.159418145,3.459302282,5.153063234,5.262508134
DCAF10,5.427791894,5.360837026,5.000484527,5.396752961,5.360807947
ATPAF2,4.01853628,3.970761747,3.81597004,3.9011568,3.920009426
GBA2,13.90849473,12.63772032,14.47524043,12.64186765,12.89726927
CCDC142,1.665425044,1.535263545,1.558594833,1.500540323,1.566646657
RBM26,9.668745039,10.58998215,10.55662365,9.802819803,10.12257058
SNORD13,0,1.773993766,0.444780822,1.394511506,0
